"source_path","source_blob_sha","source_size","classification","reason","target_snapshot_path","target_blob_sha"
"scripts/build_paper_review_bundle.ps1","c2b8753955c2d9e39934230eb53116c4497810c4","5317","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/build_paper_review_bundle.ps1","c2b8753955c2d9e39934230eb53116c4497810c4"
"scripts/build_paper.ps1","4580123379aa057d52558574abd1709d0df1d3ca","17715","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/build_paper.ps1","4580123379aa057d52558574abd1709d0df1d3ca"
"scripts/build_sol_review_packet.py","83da0233c7f3c9bd0657e4612df23068126f1bbc","17594","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/build_sol_review_packet.py","83da0233c7f3c9bd0657e4612df23068126f1bbc"
"scripts/build_workspace_paper.ps1","2ccfbbb70fdf8f6fdae130df4748465662697884","1181","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/build_workspace_paper.ps1","2ccfbbb70fdf8f6fdae130df4748465662697884"
"scripts/check_paper_facts.py","0377331ff73066f973f85034cf6187a50a24dbaf","4914","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/check_paper_facts.py","0377331ff73066f973f85034cf6187a50a24dbaf"
"scripts/check_paper_layout.py","81914e718f1b4cdf58dd4f0be61993624ddec6ba","13539","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/check_paper_layout.py","81914e718f1b4cdf58dd4f0be61993624ddec6ba"
"scripts/check_paper_structure.py","a9c24b1e2426febeecc8bb67b2063efeb1b640eb","8444","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/check_paper_structure.py","a9c24b1e2426febeecc8bb67b2063efeb1b640eb"
"scripts/discover_dsh_3081.ps1","fb36e3a0524453c64099f79e0c05e05c1078a225","4783","INTENTIONALLY_PRIVATE","DSH/provider-specific local control-plane discovery tooling","",""
"scripts/g4_bundle_audit.py","ead2bb923cf9ef3b170c26d82672ca534e06ad6e","18600","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/g4_bundle_audit.py","ead2bb923cf9ef3b170c26d82672ca534e06ad6e"
"scripts/init_paper_viz.ps1","023e4ccbae9b035af2742776a0d50e6d4124aa1d","1469","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/init_paper_viz.ps1","023e4ccbae9b035af2742776a0d50e6d4124aa1d"
"scripts/install_wsl_offline.ps1","f240c39a1f7cea6c79957522346451655ce30f6b","3537","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/install_wsl_offline.ps1","f240c39a1f7cea6c79957522346451655ce30f6b"
"scripts/install_wsl.ps1","37d7f39af5aa72a2f49c2b8d5a8430adb8e86f55","5258","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/install_wsl.ps1","37d7f39af5aa72a2f49c2b8d5a8430adb8e86f55"
"scripts/lint_paper_language.py","c3f92f2b258f968daf63785fcd1d34ba2e365b1b","6733","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/lint_paper_language.py","c3f92f2b258f968daf63785fcd1d34ba2e365b1b"
"scripts/log_ai_event.py","2d5f3bd9145d53fb2cfa4584b6acf82da1be04c5","1179","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/log_ai_event.py","2d5f3bd9145d53fb2cfa4584b6acf82da1be04c5"
"scripts/mathmodels_smoke.R","371fd5bd648a178d2fa57da5210fd3d6f55b5b9d","2872","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/mathmodels_smoke.R","371fd5bd648a178d2fa57da5210fd3d6f55b5b9d"
"scripts/matlab_audit.m","cff1ab1d039069cf3d76326736d562e70a63f76a","3430","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/matlab_audit.m","cff1ab1d039069cf3d76326736d562e70a63f76a"
"scripts/new_problem.ps1","b56a9f98802e60d84458cc541087fdaf3b7e9f5d","18406","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/new_problem.ps1","b56a9f98802e60d84458cc541087fdaf3b7e9f5d"
"scripts/paper_gate_common.py","ebc72a3a8dc560d4a24ab6c668fd222bedf8b0f7","2767","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/paper_gate_common.py","ebc72a3a8dc560d4a24ab6c668fd222bedf8b0f7"
"scripts/paper_tex_extract.py","f416be4806b1de07465d30ffa7eccda64532eb4d","20711","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/paper_tex_extract.py","f416be4806b1de07465d30ffa7eccda64532eb4d"
"scripts/paper_visual_review.py","185fbff991988c508d477d24f7890931646bcf68","9306","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/paper_visual_review.py","185fbff991988c508d477d24f7890931646bcf68"
"scripts/python_smoke.py","641f7bf99d17f9c4ecd548a5257511ece9de6b84","3880","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/python_smoke.py","641f7bf99d17f9c4ecd548a5257511ece9de6b84"
"scripts/reference_audit.py","6bcacbb40ad0f8e79cad3038812629812e2d9bda","5352","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/reference_audit.py","6bcacbb40ad0f8e79cad3038812629812e2d9bda"
"scripts/setup_mathmodels.ps1","bc922a19e4959db4d0bbf7bff80dfa4001a0b455","6770","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/setup_mathmodels.ps1","bc922a19e4959db4d0bbf7bff80dfa4001a0b455"
"scripts/setup_windows_python.ps1","33a0c9060aca56d369e558e869e3cdf5cda1e842","10877","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/setup_windows_python.ps1","33a0c9060aca56d369e558e869e3cdf5cda1e842"
"scripts/setup_windows_r.ps1","957e2363b3c9c25d8dd67990784e9f551c1a0e76","5413","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/setup_windows_r.ps1","957e2363b3c9c25d8dd67990784e9f551c1a0e76"
"scripts/setup_windows_texlive.ps1","6b37f981565e39e97a4d564c868fd3d72edc8426","6444","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/setup_windows_texlive.ps1","6b37f981565e39e97a4d564c868fd3d72edc8426"
"scripts/smoke_python_r.py","58b3fb70aaaf6e2f063cc7b834f4ef76d03ba2f6","7520","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/smoke_python_r.py","58b3fb70aaaf6e2f063cc7b834f4ef76d03ba2f6"
"scripts/tex_smoke.ps1","8d7b123ab7b99a879df9177e8c0b297fe358a694","2457","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/tex_smoke.ps1","8d7b123ab7b99a879df9177e8c0b297fe358a694"
"scripts/windows_probe.ps1","08ec127d063da10bf0adea7729c3a599becedfcc","4567","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/windows_probe.ps1","08ec127d063da10bf0adea7729c3a599becedfcc"
"scripts/workspace_preflight.py","d8e2609179a2839f2c3e2ceac4b64638f6dd7b47","7091","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/scripts/workspace_preflight.py","d8e2609179a2839f2c3e2ceac4b64638f6dd7b47"
"styles/cumcm/.vale.ini","ab5f9e35b5748f0a9db8e8ae34a912710d8ec1f1","70","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"styles/cumcm/Cumcm/Hedging.yml","2a89034605e089c386738b959141ceca447517c4","393","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"styles/cumcm/Cumcm/InternalTerms.yml","78a3ed6c3db865ce7f99b2e7858de465d3ec8a89","466","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"templates/26cumcmthesis-latex/ensure-template-tex-deps.ps1","38c539f671d83c6266b608d9eb1ea5133481f886","2499","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"templates/26cumcmthesis-latex/README.md","db6c2ae09b6fe1bd8b29f8e67a0d64551803ba99","4689","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"templates/26cumcmthesis-latex/REFERENCE_INSTANCE_AUDIT.md","c62fcb80e2f4818b712289727436ec4fc5551ddc","2336","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"templates/26cumcmthesis-latex/smoke-template.ps1","c44cd02cdb92f66572dfb0e88d2cc2e22641857f","5376","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"templates/26cumcmthesis-latex/source/AI宸ュ叿浣跨敤璇︽儏.tex","bd2ffc0f1b69a5c3e728f18c62036ffbf9ec794e","5129","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"templates/26cumcmthesis-latex/source/aiuse.cls","82bcf115716377fc248a798be55c9e43525d2ed0","3895","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"templates/26cumcmthesis-latex/source/cumcm.cls","9f1a0cea3285d0a9b9a96485461611618a975096","5033","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"templates/26cumcmthesis-latex/source/main.tex","d3eeee920821eb3afa8de0763a59fb89163b4713","535","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"templates/26cumcmthesis-latex/TEMPLATE_MIGRATION_PLAN.md","89cf48ad5c7beb334244b2a3b5a8324204eee34a","3188","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"templates/FIGURE_MANIFEST.md","e7dceae5169f4950cddfba36013bb2f25ff5bfc7","707","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/templates/FIGURE_MANIFEST.md","e7dceae5169f4950cddfba36013bb2f25ff5bfc7"
"templates/PAPER_VISUAL_STYLE.md","3370de9b886bfdf99e0414d24f08088264bda71d","2975","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/templates/PAPER_VISUAL_STYLE.md","3370de9b886bfdf99e0414d24f08088264bda71d"
"templates/plot_style.py","4b7cf1857306c08213b78eafea536b308992142b","2463","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/templates/plot_style.py","4b7cf1857306c08213b78eafea536b308992142b"
"templates/tex_smoke/main.tex","ec18ef80d65d2a8ba2326b44d829a4ab0405cce9","1107","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/templates/tex_smoke/main.tex","ec18ef80d65d2a8ba2326b44d829a4ab0405cce9"
"tests/test_augment_sol_review_packet.py","9598e96cbaf640f424cee19f12260733bcb033b2","3615","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/tests/test_augment_sol_review_packet.py","9598e96cbaf640f424cee19f12260733bcb033b2"
"tests/test_build_paper_intelligence.py","e1e6df8b8a73098481a1105d803ce2e40b51f5b2","4739","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/tests/test_build_paper_intelligence.py","e1e6df8b8a73098481a1105d803ce2e40b51f5b2"
"tests/test_build_sol_review_packet.py","6a63d4175d49a6cf5687235cc8fefa55b51cfac3","8975","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/tests/test_build_sol_review_packet.py","6a63d4175d49a6cf5687235cc8fefa55b51cfac3"
"tests/test_check_paper_facts.py","22cfa4aeb9725255c8d659b02c35fad767625046","1532","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/tests/test_check_paper_facts.py","22cfa4aeb9725255c8d659b02c35fad767625046"
"tests/test_check_paper_layout.py","17f7e900b96764ddf149870a55714e7d9e2f7741","4114","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/tests/test_check_paper_layout.py","17f7e900b96764ddf149870a55714e7d9e2f7741"
"tests/test_check_paper_structure.py","de76f4190540f64b34147443bfd2afd4cd452f74","3620","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/tests/test_check_paper_structure.py","de76f4190540f64b34147443bfd2afd4cd452f74"
"tests/test_lint_paper_language.py","a91c6e252d6033ebc84406d5add40a2d72a995c0","3359","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/tests/test_lint_paper_language.py","a91c6e252d6033ebc84406d5add40a2d72a995c0"
"tests/test_paper_visual_review.py","4b3402ab487eb129f5a3d5f2f88937e2216c0277","2169","MIGRATED_EXACT","source Git blob SHA equals target committed snapshot blob SHA","migration_sources/cumcm-2026-mmkit-v04/tests/test_paper_visual_review.py","4b3402ab487eb129f5a3d5f2f88937e2216c0277"
"vendor/CANDIDATE_SKILLS_V03.yaml","c37ce3797df4d081c391be5743078c43f8089c93","6300","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"vendor/CANDIDATE_SKILLS_V04.yaml","d063b5f3c604c2a89424fd23f73e7afcb5470268","7804","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"vendor/SKILLS_MANIFEST_V04.yaml","5f35c28dac2b8738739b0eb8dbbab80c40321adf","3652","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"vendor/SKILLS_MANIFEST.yaml","84761ec7314eb476061397eee9dc9c990277a160","9327","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"vendor/skills/cumcm_live_workflow/UPSTREAM.yaml","0fbfd1b53f7ed221bba757a0a7a3453795007579","700","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"vendor/skills/cumcm_step_review_teacher/LICENSE","95f575d2ad7060ec8ac1c0e233fe3e3f390df451","1390","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"vendor/skills/cumcm_step_review_teacher/README.md","16103fc341358a5bb760fb7ee68c1dd8fe77c11d","1169","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"vendor/skills/cumcm_step_review_teacher/SKILL.md","ea78a2e1a646fda6f95d8590c16ebdc752171a2e","15208","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"vendor/skills/cumcm_strp_review/README.md","072ce5623f6794a019210868b77bc86f75f8622e","1007","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"vendor/skills/gdm_science_skills/UPSTREAM.yaml","c32c6cde06b6b1f84161a3bdef495d14f1ca5939","770","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"vendor/skills/math_modeling_reference/UPSTREAM.yaml","9d8582d5646c6dd1bea29ba5cdc3a251747b5598","779","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"vendor/skills/nature_skills/UPSTREAM.yaml","12f165a050c6efa8e8f3314692fba88c364b4c72","722","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"vendor/skills/paperbanana/UPSTREAM.yaml","2de7c0b207df1561dd1706a082542dc3dee6abcc","771","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"vendor/skills/research_drawio/UPSTREAM.yaml","ea1f4a5a53f9cd63c4267c2ca25cdd713f2cae4c","803","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
"vendor/skills/supervisor_skills/UPSTREAM.yaml","9c7b9cc8f26f91f66928742a4984714bf85fcee5","871","DEFERRED_LICENSE_PROVENANCE","third-party/vendor/template/style asset requires separate license/provenance review before public redistribution","",""
